,country,date,avg_max_temp,avg_min_temp,avg_temp,alpha-3,region
8372,Portugal,2023-05-30,23.4,15.3,18.9,PRT,Europe
8373,Bulgaria,2023-01-30,1.6,-5.0,-2.3,BGR,Europe
8374,Andorra,2022-11-01,13.1,4.4,7.6,AND,Europe
8375,"Moldova, Republic of",2022-12-04,1.5,-1.3,0.4,MDA,Europe
8376,Italy,2022-12-09,16.6,12.7,15.0,ITA,Europe
8377,Greece,2023-04-20,19.2,12.1,15.6,GRC,Europe
8378,France,2023-05-20,18.7,10.3,14.7,FRA,Europe
8379,Andorra,2023-04-04,5.9,-6.1,-0.8,AND,Europe
8380,Bulgaria,2022-12-25,10.5,0.7,4.6,BGR,Europe
8381,Serbia,2022-11-23,11.5,6.2,8.5,SRB,Europe
8382,Albania,2023-01-28,10.7,2.6,6.0,ALB,Europe
8383,Norway,2023-08-27,16.0,10.4,12.7,NOR,Europe
8384,Andorra,2023-06-13,15.7,6.0,10.3,AND,Europe
8385,Greece,2023-07-03,32.7,22.8,27.7,GRC,Europe
8386,Albania,2022-12-22,12.5,5.0,8.2,ALB,Europe
8387,Slovenia,2023-03-06,6.0,1.4,3.2,SVN,Europe
8388,"Moldova, Republic of",2022-12-17,10.9,4.4,7.9,MDA,Europe
8389,Austria,2023-09-08,29.5,16.7,22.8,AUT,Europe
8390,France,2022-09-19,19.3,9.3,14.1,FRA,Europe
8391,Kosovo,2023-02-27,7.6,1.1,3.8,,
8392,Netherlands,2023-07-28,23.0,16.9,19.6,NLD,Europe
8393,Austria,2023-02-27,4.6,-0.5,1.4,AUT,Europe
8394,Luxembourg,2023-08-02,20.9,13.2,16.3,LUX,Europe
8395,Kosovo,2023-09-10,29.3,11.8,20.0,,
8396,Spain,2023-05-20,19.2,9.2,14.3,ESP,Europe
8397,Belgium,2023-06-30,22.4,11.6,17.2,BEL,Europe
8398,Denmark,2023-07-07,22.0,12.3,17.7,DNK,Europe
8399,Spain,2023-01-13,12.3,3.0,6.9,ESP,Europe
8400,Greece,2023-03-04,13.2,9.9,11.4,GRC,Europe
8401,Estonia,2022-11-30,-0.5,-1.9,-0.7,EST,Europe
8402,France,2023-05-14,20.2,9.8,14.5,FRA,Europe
8403,Croatia,2023-02-27,4.2,0.0,1.6,HRV,Europe
8404,Kosovo,2023-03-13,11.4,-1.3,4.9,,
8405,Kosovo,2023-04-04,1.6,-3.0,0.3,,
8406,Croatia,2022-10-04,19.3,10.3,14.3,HRV,Europe
8407,Lithuania,2023-09-01,21.4,11.2,15.9,LTU,Europe
8408,North Macedonia,2023-02-19,15.1,3.3,8.8,MKD,Europe
8409,Netherlands,2023-08-25,21.8,14.2,18.2,NLD,Europe
8410,Germany,2023-06-30,22.0,15.8,18.7,DEU,Europe
8411,Kosovo,2023-06-14,21.0,11.7,16.6,,
8412,Serbia,2023-02-25,12.0,1.9,8.0,SRB,Europe
8413,Estonia,2022-09-27,14.8,7.5,10.6,EST,Europe
8414,Croatia,2023-02-18,15.8,3.7,8.6,HRV,Europe
8415,Portugal,2023-02-09,17.4,7.8,11.7,PRT,Europe
8416,Hungary,2023-03-25,16.1,10.6,13.1,HUN,Europe
8417,Finland,2022-09-30,9.9,8.7,9.3,FIN,Europe
8418,Bosnia and Herzegovina,2022-11-12,9.8,3.5,5.9,BIH,Europe
8419,North Macedonia,2023-07-19,38.1,21.3,30.3,MKD,Europe
8420,Bosnia and Herzegovina,2023-07-20,28.7,18.8,23.1,BIH,Europe
8421,"Moldova, Republic of",2023-08-21,35.8,22.7,29.4,MDA,Europe
8422,Monaco,2023-07-04,25.9,21.8,23.8,MCO,Europe
8423,Italy,2022-09-24,23.6,14.9,19.1,ITA,Europe
8424,"Moldova, Republic of",2023-08-16,35.3,20.9,28.2,MDA,Europe
8425,Monaco,2023-04-07,13.4,10.0,11.9,MCO,Europe
8426,Andorra,2023-05-15,7.9,0.6,4.0,AND,Europe
8427,Italy,2022-10-15,24.2,13.6,18.6,ITA,Europe
8428,"Moldova, Republic of",2023-05-27,24.9,14.6,19.4,MDA,Europe
8429,Romania,2022-12-07,10.0,4.4,6.8,ROU,Europe
8430,Czechia,2023-05-24,15.8,9.1,12.3,CZE,Europe
8431,Slovakia,2022-10-20,16.1,5.5,10.3,SVK,Europe
8432,Italy,2023-08-06,28.0,19.1,23.4,ITA,Europe
8433,Ireland,2023-08-09,19.5,12.9,17.0,IRL,Europe
8434,North Macedonia,2023-08-14,31.5,17.4,24.7,MKD,Europe
8435,Croatia,2022-11-25,9.6,1.9,5.0,HRV,Europe
8436,Slovenia,2023-03-16,9.4,-1.0,4.0,SVN,Europe
8437,Spain,2022-11-01,19.2,12.1,15.4,ESP,Europe
8438,Luxembourg,2023-01-14,8.7,3.6,5.7,LUX,Europe
8439,Slovakia,2022-12-26,7.4,4.3,5.9,SVK,Europe
8440,Andorra,2023-07-22,19.4,9.5,14.8,AND,Europe
8441,Poland,2023-07-10,29.8,16.2,22.8,POL,Europe
8442,Hungary,2023-09-11,32.9,20.6,26.6,HUN,Europe
8443,North Macedonia,2023-05-25,22.6,13.7,17.9,MKD,Europe
8444,Bulgaria,2023-08-12,25.7,14.0,19.9,BGR,Europe
8445,Finland,2023-06-19,24.1,13.1,18.6,FIN,Europe
8446,Greece,2023-09-05,25.1,17.8,21.0,GRC,Europe
8447,Czechia,2022-10-08,18.8,9.3,13.4,CZE,Europe
8448,Ireland,2023-07-16,17.3,11.8,14.2,IRL,Europe
8449,Monaco,2023-01-23,9.8,6.6,8.0,MCO,Europe
8450,Czechia,2022-12-07,3.7,0.4,1.8,CZE,Europe
8451,Romania,2023-01-26,5.6,0.6,2.7,ROU,Europe
8452,Hungary,2023-02-11,6.0,-2.7,1.5,HUN,Europe
8453,Ireland,2023-01-29,10.3,3.5,6.6,IRL,Europe
8454,Estonia,2022-12-17,-6.3,-10.1,-7.7,EST,Europe
8455,Croatia,2023-01-04,11.6,6.0,9.2,HRV,Europe
8456,Austria,2023-02-03,8.2,1.1,5.2,AUT,Europe
8457,Finland,2022-11-05,4.7,3.4,4.1,FIN,Europe
8458,Italy,2023-01-24,12.1,2.4,6.4,ITA,Europe
8459,Poland,2023-07-27,21.9,13.0,17.3,POL,Europe
8460,Austria,2022-11-13,13.7,5.4,9.1,AUT,Europe
8461,Bulgaria,2023-04-15,16.4,2.7,10.0,BGR,Europe
8462,Serbia,2022-11-03,19.5,11.2,14.2,SRB,Europe
8463,Portugal,2023-04-29,23.2,15.5,18.8,PRT,Europe
8464,Poland,2023-05-03,13.7,6.8,10.5,POL,Europe
8465,Hungary,2023-03-27,12.0,4.7,9.0,HUN,Europe
8466,Denmark,2023-08-25,23.0,16.4,19.1,DNK,Europe
8467,Estonia,2022-10-17,11.0,8.3,9.7,EST,Europe
8468,Albania,2022-09-19,23.0,13.6,17.8,ALB,Europe
8469,Germany,2023-03-02,9.0,0.0,3.7,DEU,Europe
8470,Austria,2023-01-14,8.8,5.8,6.9,AUT,Europe
8471,Germany,2023-08-31,19.3,13.8,16.3,DEU,Europe
8472,Serbia,2023-03-28,7.9,2.3,5.0,SRB,Europe
8473,Italy,2023-01-13,12.9,4.9,9.0,ITA,Europe
8474,Poland,2023-04-03,6.3,-1.7,2.1,POL,Europe
8475,Croatia,2023-06-25,26.1,16.3,20.9,HRV,Europe
8476,France,2022-09-24,15.8,12.5,14.4,FRA,Europe
8477,Norway,2023-03-27,-0.6,-7.2,-4.5,NOR,Europe
8478,France,2023-06-04,24.3,12.0,18.6,FRA,Europe
8479,Spain,2022-11-27,14.2,5.5,9.2,ESP,Europe
8480,Latvia,2023-03-26,7.3,4.9,5.9,LVA,Europe
8481,Ireland,2023-01-02,6.4,2.1,4.0,IRL,Europe
8482,Andorra,2023-05-23,13.0,4.0,8.4,AND,Europe
8483,Poland,2023-07-18,26.3,17.4,22.1,POL,Europe
8484,Norway,2023-03-23,3.3,-2.1,1.6,NOR,Europe
8485,Luxembourg,2022-09-20,14.4,7.3,10.5,LUX,Europe
8486,Finland,2023-05-23,17.2,9.1,13.0,FIN,Europe
8487,Spain,2023-04-16,25.8,9.1,16.7,ESP,Europe
8488,North Macedonia,2023-01-07,9.6,2.5,5.4,MKD,Europe
8489,Serbia,2022-11-28,6.1,2.1,4.4,SRB,Europe
8490,France,2023-02-10,10.1,1.5,5.2,FRA,Europe
8491,Belarus,2022-09-24,11.8,7.4,9.0,BLR,Europe
8492,Kosovo,2023-05-12,16.6,7.9,11.9,,
8493,Greece,2023-09-01,32.2,22.8,27.3,GRC,Europe
8494,Montenegro,2022-10-19,22.7,9.6,15.5,MNE,Europe
8495,Croatia,2023-04-14,8.1,4.6,6.2,HRV,Europe
8496,Belgium,2022-09-28,13.8,7.1,10.2,BEL,Europe
8497,Andorra,2023-02-22,6.0,-1.2,1.9,AND,Europe
8498,Andorra,2023-02-13,7.0,-3.8,0.2,AND,Europe
8499,Belgium,2023-04-20,8.9,2.9,5.9,BEL,Europe
8500,Andorra,2023-03-30,16.5,3.4,8.0,AND,Europe
8501,Hungary,2023-06-25,26.2,17.9,21.8,HUN,Europe
8502,Austria,2022-09-20,14.7,8.8,11.4,AUT,Europe
8503,Italy,2022-10-30,24.8,13.5,18.7,ITA,Europe
8504,Slovakia,2023-06-06,19.8,13.8,16.4,SVK,Europe
8505,Croatia,2022-10-28,20.1,12.2,15.2,HRV,Europe
8506,Portugal,2023-09-02,23.1,16.7,19.4,PRT,Europe
8507,Portugal,2023-05-04,23.1,15.1,18.6,PRT,Europe
8508,Montenegro,2023-01-07,14.3,3.3,7.9,MNE,Europe
8509,Bosnia and Herzegovina,2022-12-23,8.7,2.5,4.9,BIH,Europe
8510,Monaco,2023-06-22,27.7,22.0,25.0,MCO,Europe
8511,Italy,2023-04-24,19.4,11.9,15.1,ITA,Europe
8512,Italy,2023-03-08,15.3,9.3,11.9,ITA,Europe
8513,Belarus,2023-02-25,2.0,-0.2,0.7,BLR,Europe
8514,France,2023-09-08,35.2,22.9,28.6,FRA,Europe
8515,Italy,2023-05-24,25.9,14.0,19.8,ITA,Europe
8516,Netherlands,2022-10-23,16.7,11.7,14.2,NLD,Europe
8517,Belarus,2022-09-22,13.4,6.3,9.3,BLR,Europe
8518,Norway,2023-05-11,1.4,-3.5,0.1,NOR,Europe
8519,Norway,2023-03-10,-18.7,-22.9,-21.0,NOR,Europe
8520,North Macedonia,2023-05-19,19.2,9.1,14.6,MKD,Europe
8521,Belarus,2023-06-11,18.4,9.5,14.0,BLR,Europe
8522,Belgium,2023-08-13,22.6,14.8,18.3,BEL,Europe
8523,North Macedonia,2022-11-14,16.0,6.4,10.8,MKD,Europe
8524,Netherlands,2023-04-13,12.0,5.1,8.2,NLD,Europe
8525,Italy,2022-10-25,25.0,16.5,20.0,ITA,Europe
8526,Czechia,2023-01-23,0.0,-2.4,-0.8,CZE,Europe
8527,Finland,2022-11-02,8.9,5.8,7.1,FIN,Europe
8528,North Macedonia,2023-06-15,21.1,15.3,17.9,MKD,Europe
8529,Norway,2023-04-13,7.2,2.7,4.3,NOR,Europe
8530,Bosnia and Herzegovina,2022-12-06,9.2,3.6,6.2,BIH,Europe
8531,"Moldova, Republic of",2022-11-15,11.9,4.5,7.7,MDA,Europe
8532,Greece,2023-03-30,17.1,6.7,11.4,GRC,Europe
8533,Kosovo,2023-03-08,11.5,2.8,6.3,,
8534,Finland,2023-05-02,6.4,2.9,4.1,FIN,Europe
8535,Finland,2022-09-18,12.8,12.5,12.6,FIN,Europe
8536,Greece,2023-07-16,38.0,26.2,31.6,GRC,Europe
8537,Hungary,2023-08-04,28.5,18.2,22.7,HUN,Europe
8538,Norway,2022-12-27,-4.4,-16.9,-11.6,NOR,Europe
8539,Poland,2023-06-25,26.2,14.6,21.2,POL,Europe
8540,Denmark,2023-08-31,18.3,14.1,16.2,DNK,Europe
8541,Serbia,2023-01-05,11.1,4.6,7.9,SRB,Europe
8542,Italy,2023-05-28,26.6,15.5,21.3,ITA,Europe
8543,Bosnia and Herzegovina,2023-02-26,7.2,-2.0,1.1,BIH,Europe
8544,Poland,2023-09-06,27.2,15.1,21.2,POL,Europe
8545,North Macedonia,2023-08-04,37.8,23.5,30.6,MKD,Europe
8546,Denmark,2023-05-12,19.2,9.0,13.9,DNK,Europe
8547,Denmark,2023-02-07,2.8,-0.4,0.6,DNK,Europe
8548,Portugal,2023-02-23,13.9,8.6,11.0,PRT,Europe
8549,Belgium,2022-10-16,17.0,11.7,13.9,BEL,Europe
8550,Spain,2023-08-14,34.3,22.8,28.6,ESP,Europe
8551,Finland,2023-08-04,18.5,15.8,16.9,FIN,Europe
8552,Finland,2023-07-21,20.6,11.6,16.8,FIN,Europe
8553,Spain,2022-12-23,13.3,8.9,10.6,ESP,Europe
8554,Bosnia and Herzegovina,2023-07-22,30.9,18.8,24.7,BIH,Europe
8555,Belarus,2022-09-26,15.1,5.9,10.5,BLR,Europe
8556,Denmark,2022-10-25,15.3,11.4,12.8,DNK,Europe
8557,Denmark,2023-05-25,18.0,9.0,13.3,DNK,Europe
8558,Belgium,2023-02-22,11.2,5.2,7.9,BEL,Europe
8559,Kosovo,2023-01-12,3.8,0.2,1.7,,
8560,Austria,2023-06-19,30.1,15.7,22.8,AUT,Europe
8561,Finland,2023-03-05,0.5,-3.4,-0.9,FIN,Europe
8562,Poland,2023-07-19,27.9,16.3,21.7,POL,Europe
8563,Bosnia and Herzegovina,2023-06-15,14.5,11.0,12.9,BIH,Europe
8564,Lithuania,2023-07-25,24.4,15.0,19.4,LTU,Europe
8565,Italy,2022-12-17,14.1,11.0,12.3,ITA,Europe
8566,Germany,2023-04-10,15.6,3.8,10.2,DEU,Europe
8567,Estonia,2023-08-29,21.1,12.1,16.2,EST,Europe
8568,Ireland,2023-06-12,18.4,13.9,16.4,IRL,Europe
8569,Latvia,2023-05-24,21.0,12.5,17.6,LVA,Europe
8570,Poland,2023-07-03,25.2,14.8,20.3,POL,Europe
8571,Montenegro,2022-10-02,23.1,13.8,17.7,MNE,Europe
8572,Czechia,2022-10-13,17.0,7.7,12.2,CZE,Europe
8573,Serbia,2023-08-10,25.8,15.4,20.5,SRB,Europe
8574,Denmark,2023-09-11,24.1,17.8,20.5,DNK,Europe
8575,Denmark,2023-04-02,8.2,-0.2,3.3,DNK,Europe
8576,Lithuania,2023-08-14,24.2,14.5,18.8,LTU,Europe
8577,France,2023-08-03,19.4,15.3,17.1,FRA,Europe
8578,Belgium,2023-09-10,31.0,21.0,25.5,BEL,Europe
8579,"Moldova, Republic of",2023-07-22,30.5,20.0,24.6,MDA,Europe
8580,Bosnia and Herzegovina,2022-11-15,14.2,6.9,10.1,BIH,Europe
8581,Serbia,2023-02-05,2.4,-2.3,-0.3,SRB,Europe
8582,Poland,2022-11-08,14.5,8.3,10.8,POL,Europe
8583,Hungary,2023-01-08,10.0,3.8,6.9,HUN,Europe
8584,Germany,2023-02-16,9.8,1.4,5.4,DEU,Europe
8585,Estonia,2023-06-13,21.8,9.9,16.5,EST,Europe
8586,Croatia,2023-09-02,28.6,15.2,21.6,HRV,Europe
8587,Ireland,2022-11-20,8.7,5.9,7.3,IRL,Europe
8588,Belarus,2023-03-05,0.0,-5.5,-2.7,BLR,Europe
8589,Spain,2023-08-26,33.9,24.1,28.8,ESP,Europe
8590,Luxembourg,2022-10-27,18.8,9.3,13.6,LUX,Europe
8591,Lithuania,2022-10-23,11.5,6.9,9.2,LTU,Europe
8592,Lithuania,2022-12-16,-6.4,-9.9,-8.6,LTU,Europe
8593,Albania,2023-08-03,33.8,20.7,26.6,ALB,Europe
8594,Italy,2022-12-14,12.3,8.6,10.2,ITA,Europe
8595,Slovenia,2023-03-26,10.5,4.5,7.3,SVN,Europe
8596,Greece,2023-08-25,35.2,23.9,29.7,GRC,Europe
8597,Hungary,2023-09-02,29.2,18.4,24.0,HUN,Europe
8598,Finland,2023-08-12,16.8,15.7,16.2,FIN,Europe
8599,Estonia,2023-08-15,25.1,14.1,19.8,EST,Europe
8600,"Moldova, Republic of",2023-08-23,33.4,20.6,26.3,MDA,Europe
8601,Monaco,2022-09-22,20.2,19.1,19.6,MCO,Europe
8602,Luxembourg,2023-02-07,4.7,-2.1,0.4,LUX,Europe
8603,Latvia,2023-08-01,21.7,14.8,17.9,LVA,Europe
8604,Bosnia and Herzegovina,2023-02-19,8.4,0.0,3.8,BIH,Europe
8605,Ireland,2022-09-15,15.6,10.4,12.9,IRL,Europe
8606,Albania,2022-12-06,14.4,7.6,10.5,ALB,Europe
8607,Latvia,2022-10-08,16.5,8.9,12.0,LVA,Europe
8608,Bosnia and Herzegovina,2022-11-03,18.0,7.6,11.7,BIH,Europe
8609,Spain,2023-08-27,25.9,16.1,21.1,ESP,Europe
8610,Andorra,2023-08-25,26.2,12.5,18.8,AND,Europe
8611,Monaco,2022-11-03,18.1,15.1,16.7,MCO,Europe
8612,Monaco,2022-10-21,20.2,18.5,19.1,MCO,Europe
8613,Hungary,2022-12-26,9.6,4.2,6.6,HUN,Europe
8614,North Macedonia,2023-06-05,24.5,14.6,19.4,MKD,Europe
8615,Slovakia,2023-04-07,8.5,0.7,4.9,SVK,Europe
8616,North Macedonia,2023-04-28,16.1,4.7,10.6,MKD,Europe
8617,Kosovo,2022-10-22,19.9,7.2,12.9,,
8618,Belgium,2023-03-22,10.8,8.4,9.3,BEL,Europe
8619,Portugal,2023-06-29,26.2,18.6,21.6,PRT,Europe
8620,Monaco,2022-12-13,9.5,5.7,7.9,MCO,Europe
8621,Slovakia,2022-12-22,5.4,-0.3,2.5,SVK,Europe
8622,Estonia,2023-09-08,20.3,11.8,15.9,EST,Europe
8623,Bosnia and Herzegovina,2023-08-21,29.8,17.5,23.2,BIH,Europe
8624,Romania,2023-04-09,14.7,5.3,10.1,ROU,Europe
8625,Netherlands,2022-12-12,2.1,-2.1,-0.5,NLD,Europe
8626,Bosnia and Herzegovina,2023-06-03,18.0,10.8,14.2,BIH,Europe
8627,Kosovo,2023-06-11,22.3,14.7,18.1,,
8628,Belarus,2023-05-25,23.0,14.7,18.7,BLR,Europe
8629,Latvia,2023-08-18,27.8,17.7,22.0,LVA,Europe
8630,Estonia,2022-12-27,1.9,-5.3,-0.8,EST,Europe
8631,Italy,2023-06-10,24.3,19.5,21.4,ITA,Europe
8632,Poland,2023-02-17,8.4,2.9,5.5,POL,Europe
8633,Finland,2023-09-06,15.4,13.9,14.3,FIN,Europe
8634,Finland,2023-07-14,18.4,16.0,17.3,FIN,Europe
8635,Portugal,2023-01-28,13.3,5.8,8.7,PRT,Europe
8636,Poland,2022-12-11,-0.8,-2.8,-1.7,POL,Europe
8637,Albania,2023-08-29,28.0,17.7,22.6,ALB,Europe
8638,Germany,2023-08-12,26.7,17.8,21.9,DEU,Europe
8639,France,2022-11-14,14.6,8.0,10.7,FRA,Europe
8640,Latvia,2023-02-09,1.3,-0.9,0.1,LVA,Europe
8641,Greece,2023-01-13,12.2,7.8,9.6,GRC,Europe
8642,Estonia,2022-12-10,-5.6,-10.1,-7.2,EST,Europe
8643,Slovenia,2022-12-29,7.6,2.8,5.3,SVN,Europe
8644,Greece,2022-12-14,14.2,10.1,12.2,GRC,Europe
8645,Denmark,2023-07-01,16.6,14.2,15.4,DNK,Europe
8646,Greece,2023-04-19,20.5,12.3,16.1,GRC,Europe
8647,Finland,2023-03-08,-2.4,-6.9,-3.7,FIN,Europe
8648,Spain,2023-07-02,34.0,22.4,27.3,ESP,Europe
8649,Czechia,2023-06-27,21.7,14.4,17.8,CZE,Europe
8650,Spain,2023-04-19,25.5,10.0,17.0,ESP,Europe
8651,Monaco,2023-06-07,21.4,17.7,20.1,MCO,Europe
8652,Belgium,2022-12-20,11.5,8.6,10.1,BEL,Europe
8653,Bulgaria,2023-08-23,31.5,19.4,25.4,BGR,Europe
8654,Czechia,2023-05-18,14.7,5.9,10.0,CZE,Europe
8655,Poland,2022-09-18,15.4,10.4,12.4,POL,Europe
8656,Croatia,2023-07-11,34.9,19.2,27.6,HRV,Europe
8657,Bosnia and Herzegovina,2023-05-09,13.9,8.3,10.6,BIH,Europe
8658,Greece,2023-01-27,11.9,6.8,9.1,GRC,Europe
8659,Latvia,2022-10-11,14.7,8.0,10.7,LVA,Europe
8660,Spain,2022-10-17,25.0,15.9,20.1,ESP,Europe
8661,Bosnia and Herzegovina,2022-12-01,2.2,1.1,1.8,BIH,Europe
8662,Finland,2022-10-07,13.4,11.5,12.4,FIN,Europe
8663,Netherlands,2023-04-05,11.9,-0.2,5.7,NLD,Europe
8664,Germany,2023-02-14,8.6,2.3,5.1,DEU,Europe
8665,Andorra,2023-04-16,8.7,-3.2,1.9,AND,Europe
8666,Estonia,2023-07-08,19.8,12.1,16.0,EST,Europe
8667,"Moldova, Republic of",2023-05-11,16.2,6.4,11.6,MDA,Europe
8668,North Macedonia,2022-12-31,10.5,3.7,6.9,MKD,Europe
8669,Finland,2023-09-04,18.5,11.7,15.1,FIN,Europe
8670,Austria,2022-12-27,10.3,1.6,7.3,AUT,Europe
8671,Andorra,2023-08-26,21.2,10.1,15.0,AND,Europe
8672,Montenegro,2022-10-08,21.3,11.6,16.3,MNE,Europe
8673,"Moldova, Republic of",2023-04-23,17.2,7.0,12.0,MDA,Europe
8674,Norway,2023-02-24,-3.8,-7.5,-5.6,NOR,Europe
8675,Albania,2023-01-14,10.1,5.4,7.4,ALB,Europe
8676,"Moldova, Republic of",2022-10-29,19.8,7.0,12.8,MDA,Europe
8677,Slovakia,2022-12-16,0.7,-2.6,-0.2,SVK,Europe
8678,Kosovo,2022-10-30,19.9,7.8,13.2,,
8679,Andorra,2023-03-16,17.7,0.8,7.2,AND,Europe
8680,Andorra,2022-12-17,4.7,-4.0,0.0,AND,Europe
8681,Portugal,2023-03-30,23.3,14.3,17.2,PRT,Europe
8682,Estonia,2023-03-18,3.9,0.9,2.4,EST,Europe
8683,Latvia,2022-12-04,-0.3,-5.2,-1.8,LVA,Europe
8684,Poland,2023-02-26,2.5,-1.3,0.2,POL,Europe
8685,Finland,2023-06-28,23.2,14.4,19.1,FIN,Europe
8686,Poland,2023-03-21,9.1,5.9,7.7,POL,Europe
8687,Hungary,2023-06-20,31.0,17.6,24.7,HUN,Europe
8688,Latvia,2023-02-13,5.7,0.4,2.8,LVA,Europe
8689,Luxembourg,2023-01-10,5.0,2.7,3.8,LUX,Europe
8690,Monaco,2023-07-16,28.5,23.0,25.5,MCO,Europe
8691,North Macedonia,2023-02-28,10.6,5.4,8.1,MKD,Europe
8692,Estonia,2023-02-25,-1.4,-4.5,-2.4,EST,Europe
8693,Albania,2022-12-30,13.7,6.9,10.0,ALB,Europe
8694,Portugal,2023-09-05,23.9,18.2,20.5,PRT,Europe
8695,Albania,2022-11-21,13.6,8.8,11.3,ALB,Europe
8696,Luxembourg,2023-09-06,27.8,13.2,19.8,LUX,Europe
8697,Slovenia,2023-06-04,21.3,12.6,16.6,SVN,Europe
8698,Estonia,2022-11-17,3.6,0.9,2.6,EST,Europe
8699,Latvia,2022-09-18,16.5,7.7,11.7,LVA,Europe
8700,Estonia,2023-01-26,3.3,0.7,2.2,EST,Europe
8701,Romania,2022-11-09,16.8,9.9,12.7,ROU,Europe
8702,Portugal,2023-06-24,32.6,20.7,25.6,PRT,Europe
8703,Czechia,2023-06-02,20.1,10.2,15.1,CZE,Europe
8704,Serbia,2023-05-02,21.5,13.3,17.2,SRB,Europe
8705,Montenegro,2023-02-28,14.1,7.4,10.5,MNE,Europe
8706,Finland,2023-03-28,-1.4,-6.9,-4.3,FIN,Europe
8707,Hungary,2023-05-04,18.1,9.3,13.6,HUN,Europe
8708,Austria,2022-10-27,19.9,10.3,14.4,AUT,Europe
8709,Latvia,2023-06-25,22.6,13.8,17.9,LVA,Europe
8710,Montenegro,2022-10-17,22.9,11.6,16.7,MNE,Europe
8711,Belgium,2023-08-30,19.5,11.2,14.4,BEL,Europe
8712,Croatia,2022-10-13,17.8,11.9,14.1,HRV,Europe
8713,Serbia,2023-08-03,35.6,19.5,27.8,SRB,Europe
8714,Poland,2022-12-14,-3.8,-12.5,-8.1,POL,Europe
8715,Bulgaria,2023-05-13,17.5,5.5,11.4,BGR,Europe
8716,Romania,2022-10-25,25.1,12.2,18.0,ROU,Europe
8717,Finland,2023-06-24,16.5,13.7,15.0,FIN,Europe
8718,Finland,2023-05-18,12.3,5.9,9.1,FIN,Europe
8719,Croatia,2022-10-03,20.2,11.1,15.1,HRV,Europe
8720,"Moldova, Republic of",2022-11-01,16.2,5.5,10.0,MDA,Europe
8721,Romania,2023-07-13,38.2,22.4,30.2,ROU,Europe
8722,Germany,2023-05-16,17.2,8.9,12.0,DEU,Europe
8723,Ireland,2023-07-23,15.2,13.6,14.6,IRL,Europe
8724,Ireland,2023-07-31,17.1,13.8,15.6,IRL,Europe
8725,North Macedonia,2023-08-11,26.7,15.0,20.3,MKD,Europe
8726,"Moldova, Republic of",2023-01-07,3.7,-0.6,1.3,MDA,Europe
8727,Norway,2023-03-04,0.6,-6.0,-2.5,NOR,Europe
8728,Croatia,2023-07-26,20.6,15.5,17.7,HRV,Europe
8729,Luxembourg,2023-07-24,22.8,14.2,17.6,LUX,Europe
8730,Lithuania,2023-06-28,19.1,12.6,15.2,LTU,Europe
8731,Slovenia,2022-09-18,17.0,5.7,10.7,SVN,Europe
8732,Slovakia,2023-09-11,30.6,16.5,23.2,SVK,Europe
8733,Hungary,2023-07-12,34.0,20.2,26.8,HUN,Europe
8734,Kosovo,2023-04-19,13.3,6.1,9.2,,
8735,Belarus,2023-04-19,15.3,7.1,10.9,BLR,Europe
8736,Croatia,2023-07-06,25.6,17.0,20.8,HRV,Europe
8737,Austria,2023-03-16,9.6,0.4,5.0,AUT,Europe
8738,Netherlands,2022-09-27,11.4,8.7,9.9,NLD,Europe
8739,Belgium,2022-11-01,17.2,12.6,15.0,BEL,Europe
8740,Poland,2023-06-27,22.9,14.3,19.1,POL,Europe
8741,Ireland,2023-05-04,11.9,8.8,10.4,IRL,Europe
8742,Norway,2023-08-18,19.6,12.5,16.0,NOR,Europe
8743,Poland,2023-05-09,16.1,3.6,10.5,POL,Europe
8744,Finland,2023-01-05,0.6,-3.7,-2.4,FIN,Europe
8745,Finland,2023-02-23,1.0,0.5,0.8,FIN,Europe
8746,Montenegro,2023-05-22,23.7,12.8,18.4,MNE,Europe
8747,Bulgaria,2023-08-07,25.9,12.7,19.2,BGR,Europe
8748,Romania,2023-08-19,35.7,23.0,28.7,ROU,Europe
8749,Andorra,2023-08-31,18.8,4.3,10.7,AND,Europe
8750,Monaco,2022-12-23,14.3,10.0,12.3,MCO,Europe
8751,Belarus,2023-04-18,14.5,7.3,10.8,BLR,Europe
8752,Portugal,2022-12-18,17.1,12.0,14.2,PRT,Europe
8753,Croatia,2023-04-18,13.7,8.1,10.7,HRV,Europe
8754,Bulgaria,2022-09-19,21.3,5.9,12.3,BGR,Europe
8755,Belarus,2023-08-14,24.7,15.8,20.0,BLR,Europe
8756,Spain,2023-02-19,18.2,7.2,12.1,ESP,Europe
8757,Germany,2022-10-10,17.7,8.2,12.5,DEU,Europe
8758,Belgium,2022-11-11,15.4,7.8,10.5,BEL,Europe
8759,Norway,2022-11-27,-3.9,-10.3,-5.9,NOR,Europe
8760,Spain,2022-12-27,14.6,4.4,9.1,ESP,Europe
8761,Slovenia,2022-11-04,13.5,8.4,11.3,SVN,Europe
8762,Slovakia,2023-08-23,30.9,20.8,25.6,SVK,Europe
8763,Belarus,2022-09-21,14.6,7.7,10.2,BLR,Europe
8764,Poland,2023-05-27,20.5,7.3,14.1,POL,Europe
8765,Austria,2023-03-05,7.9,1.8,4.3,AUT,Europe
8766,Hungary,2023-07-02,27.2,17.6,22.4,HUN,Europe
8767,Kosovo,2023-07-06,27.4,16.5,21.7,,
