,country,date,avg_max_temp,avg_min_temp,avg_temp,alpha-3,region
15493,Switzerland,2023-02-23,12.5,3.5,7.4,CHE,Europe
15494,Switzerland,2023-07-17,27.1,15.7,20.6,CHE,Europe
15495,Romania,2023-05-12,13.5,8.8,11.8,ROU,Europe
15496,Sweden,2023-07-14,23.1,12.6,18.3,SWE,Europe
15497,Netherlands Antilles,2023-06-21,30.6,27.2,28.2,,
15498,Norway,2023-07-12,8.1,6.0,6.7,NOR,Europe
15499,Netherlands Antilles,2023-07-04,28.4,26.6,27.9,,
15500,United Kingdom of Great Britain and Northern Ireland,2023-02-13,12.5,3.5,7.1,GBR,Europe
15501,United Kingdom of Great Britain and Northern Ireland,2023-06-05,19.5,9.0,14.3,GBR,Europe
15502,Netherlands Antilles,2023-04-06,26.3,25.4,25.8,,
15503,Switzerland,2023-07-01,20.0,12.2,15.8,CHE,Europe
15504,Switzerland,2022-11-21,8.7,3.0,5.0,CHE,Europe
15505,Romania,2023-06-06,25.2,13.7,19.5,ROU,Europe
15506,Switzerland,2022-11-23,8.0,0.0,3.6,CHE,Europe
15507,Netherlands Antilles,2023-07-20,29.6,27.3,27.7,,
15508,Netherlands Antilles,2023-03-20,25.8,24.8,25.3,,
15509,Switzerland,2023-03-10,8.1,2.7,5.7,CHE,Europe
15510,United Kingdom of Great Britain and Northern Ireland,2023-06-14,26.4,13.2,19.6,GBR,Europe
15511,Switzerland,2023-03-02,6.5,-3.1,0.9,CHE,Europe
15512,Sweden,2023-06-04,16.5,8.6,12.1,SWE,Europe
15513,Sweden,2023-01-03,-0.7,-3.5,-1.9,SWE,Europe
15514,Netherlands Antilles,2023-02-28,26.3,25.6,26.0,,
15515,Switzerland,2022-11-26,7.1,-0.8,3.2,CHE,Europe
15516,Netherlands Antilles,2022-11-01,27.8,26.4,27.2,,
15517,Sweden,2023-03-31,3.1,-4.6,-0.3,SWE,Europe
15518,Romania,2023-06-10,27.2,15.2,21.3,ROU,Europe
15519,Sweden,2023-02-02,0.0,-4.2,-1.8,SWE,Europe
15520,Netherlands Antilles,2023-07-17,28.4,26.6,27.8,,
15521,Netherlands Antilles,2023-04-13,28.8,25.4,25.9,,
15522,Netherlands Antilles,2023-06-11,28.4,27.8,28.0,,
15523,Sweden,2022-10-09,13.7,5.5,9.4,SWE,Europe
15524,Romania,2023-04-24,18.0,9.2,13.3,ROU,Europe
15525,Switzerland,2022-11-10,12.9,4.1,8.5,CHE,Europe
15526,United Kingdom of Great Britain and Northern Ireland,2022-12-27,10.3,3.6,7.1,GBR,Europe
15527,United Kingdom of Great Britain and Northern Ireland,2023-06-01,19.9,8.1,13.1,GBR,Europe
15528,United Kingdom of Great Britain and Northern Ireland,2022-11-08,14.4,12.1,13.5,GBR,Europe
15529,Netherlands Antilles,2023-08-19,28.3,27.7,28.0,,
15530,Sweden,2022-10-02,12.9,9.9,11.2,SWE,Europe
15531,Netherlands Antilles,2023-03-07,26.4,24.1,24.9,,
15532,United Kingdom of Great Britain and Northern Ireland,2023-06-20,22.7,16.0,18.7,GBR,Europe
15533,Switzerland,2023-02-15,14.0,-1.1,4.6,CHE,Europe
15534,United Kingdom of Great Britain and Northern Ireland,2022-10-14,16.0,11.1,13.5,GBR,Europe
15535,Netherlands Antilles,2023-01-19,26.6,25.9,26.3,,
15536,Switzerland,2023-09-07,28.9,13.3,20.3,CHE,Europe
15537,Sweden,2022-11-05,8.9,7.1,8.4,SWE,Europe
15538,Romania,2022-12-07,8.1,4.8,6.0,ROU,Europe
15539,Netherlands Antilles,2022-10-09,27.0,25.6,26.5,,
15540,Switzerland,2022-11-17,11.2,3.1,7.2,CHE,Europe
15541,United Kingdom of Great Britain and Northern Ireland,2023-07-23,23.0,16.0,18.7,GBR,Europe
15542,Netherlands Antilles,2022-09-15,28.7,26.4,27.2,,
15543,Netherlands Antilles,2022-09-21,30.0,27.5,28.4,,
15544,Romania,2023-01-17,10.2,2.6,5.8,ROU,Europe
15545,Netherlands Antilles,2023-05-23,27.4,25.2,26.5,,
15546,Romania,2023-03-12,11.7,1.7,6.0,ROU,Europe
15547,Sweden,2023-03-30,-0.5,-6.3,-2.8,SWE,Europe
15548,Netherlands Antilles,2023-06-14,30.0,27.7,28.1,,
15549,Switzerland,2023-08-31,21.0,7.0,13.6,CHE,Europe
15550,Sweden,2022-10-22,9.5,5.8,7.7,SWE,Europe
15551,Sweden,2023-08-07,23.4,15.5,19.3,SWE,Europe
15552,Sweden,2022-11-06,9.6,6.0,8.1,SWE,Europe
15553,Switzerland,2023-01-16,3.4,-4.5,-1.0,CHE,Europe
15554,Netherlands Antilles,2022-12-03,27.4,26.5,26.9,,
15555,Norway,2023-07-30,5.7,3.9,4.9,NOR,Europe
15556,United Kingdom of Great Britain and Northern Ireland,2023-04-04,12.3,1.4,6.8,GBR,Europe
15557,Switzerland,2022-09-29,9.3,5.6,7.3,CHE,Europe
15558,Netherlands Antilles,2023-07-05,28.0,27.6,27.9,,
15559,Romania,2022-10-03,20.9,12.2,16.0,ROU,Europe
15560,Netherlands Antilles,2023-06-12,28.3,27.4,27.7,,
15561,Netherlands Antilles,2023-06-19,28.0,27.2,27.7,,
15562,Netherlands Antilles,2023-06-07,28.2,27.0,27.6,,
15563,Romania,2023-01-27,2.1,0.0,1.1,ROU,Europe
15564,Netherlands Antilles,2023-05-25,27.2,25.3,26.0,,
15565,Netherlands Antilles,2022-10-14,27.9,26.1,26.8,,
15566,Sweden,2022-10-20,9.1,2.6,5.4,SWE,Europe
15567,Switzerland,2023-08-09,23.1,10.7,17.2,CHE,Europe
15568,Norway,2023-05-20,1.3,-7.4,-1.8,NOR,Europe
15569,Romania,2023-04-15,18.1,7.1,12.4,ROU,Europe
15570,United Kingdom of Great Britain and Northern Ireland,2022-09-18,16.3,9.1,12.9,GBR,Europe
15571,Norway,2023-07-26,10.7,6.3,8.0,NOR,Europe
15572,Sweden,2023-09-08,22.4,13.4,17.8,SWE,Europe
15573,Switzerland,2023-01-22,-1.4,-7.4,-4.9,CHE,Europe
15574,Netherlands Antilles,2023-02-11,25.9,25.4,25.6,,
15575,Romania,2022-12-11,10.6,3.9,8.6,ROU,Europe
15576,Netherlands Antilles,2023-01-05,26.0,25.7,25.9,,
15577,Romania,2022-11-27,6.9,2.4,4.6,ROU,Europe
15578,Romania,2023-05-05,21.0,9.6,15.2,ROU,Europe
15579,Netherlands Antilles,2023-07-15,28.7,26.7,27.9,,
15580,Romania,2023-06-08,25.6,15.1,19.9,ROU,Europe
15581,Netherlands Antilles,2023-06-30,28.3,26.8,27.9,,
15582,Switzerland,2023-02-26,1.8,-2.3,-0.7,CHE,Europe
15583,United Kingdom of Great Britain and Northern Ireland,2023-06-24,27.3,16.2,22.0,GBR,Europe
15584,Norway,2023-07-15,10.5,8.1,9.3,NOR,Europe
15585,Sweden,2023-05-17,9.8,6.3,8.5,SWE,Europe
15586,Romania,2023-08-24,35.9,23.4,29.3,ROU,Europe
15587,Netherlands Antilles,2023-04-20,25.9,24.5,25.3,,
15588,United Kingdom of Great Britain and Northern Ireland,2022-09-23,19.5,14.0,16.2,GBR,Europe
15589,Romania,2023-06-21,30.8,17.8,24.7,ROU,Europe
15590,United Kingdom of Great Britain and Northern Ireland,2023-03-02,10.7,2.2,6.1,GBR,Europe
15591,United Kingdom of Great Britain and Northern Ireland,2023-06-11,27.4,16.2,21.7,GBR,Europe
15592,Switzerland,2023-04-16,6.5,3.8,5.0,CHE,Europe
15593,Switzerland,2023-01-25,0.7,-4.2,-2.0,CHE,Europe
15594,United Kingdom of Great Britain and Northern Ireland,2023-02-15,13.1,3.3,7.9,GBR,Europe
15595,Switzerland,2023-06-02,23.1,9.7,16.6,CHE,Europe
15596,Netherlands Antilles,2023-03-03,26.1,25.4,25.8,,
15597,Romania,2023-02-20,12.5,7.2,9.4,ROU,Europe
15598,Switzerland,2023-04-02,6.0,2.5,4.5,CHE,Europe
15599,United Kingdom of Great Britain and Northern Ireland,2023-05-22,18.9,9.2,13.7,GBR,Europe
15600,Norway,2023-07-18,9.2,6.5,7.8,NOR,Europe
15601,Sweden,2023-04-20,13.9,0.8,8.0,SWE,Europe
15602,Switzerland,2023-07-21,20.6,13.2,17.6,CHE,Europe
15603,United Kingdom of Great Britain and Northern Ireland,2023-06-29,19.4,15.3,17.1,GBR,Europe
15604,Switzerland,2022-10-13,16.8,6.3,11.1,CHE,Europe
15605,Romania,2023-04-18,11.2,7.6,9.1,ROU,Europe
15606,Romania,2023-03-13,13.6,2.4,7.3,ROU,Europe
15607,Netherlands Antilles,2023-07-29,28.9,27.2,28.4,,
15608,Netherlands Antilles,2023-02-08,25.1,23.6,24.6,,
15609,United Kingdom of Great Britain and Northern Ireland,2023-07-04,19.1,12.4,15.5,GBR,Europe
15610,Sweden,2023-02-03,-0.5,-5.7,-3.1,SWE,Europe
15611,Romania,2023-02-04,9.6,2.6,5.6,ROU,Europe
15612,Sweden,2023-04-15,9.3,1.5,5.3,SWE,Europe
15613,Switzerland,2023-05-11,11.3,5.5,8.4,CHE,Europe
15614,Sweden,2023-01-11,5.6,3.0,4.2,SWE,Europe
15615,United Kingdom of Great Britain and Northern Ireland,2022-11-18,10.9,6.6,8.6,GBR,Europe
15616,Sweden,2023-08-12,20.2,11.7,16.4,SWE,Europe
15617,Netherlands Antilles,2023-01-17,26.4,25.8,26.2,,
15618,Sweden,2022-12-06,-1.5,-4.7,-3.1,SWE,Europe
15619,Romania,2023-02-27,10.8,5.0,8.0,ROU,Europe
15620,Switzerland,2022-12-14,4.3,-2.9,1.4,CHE,Europe
15621,Switzerland,2023-05-06,20.6,8.9,14.5,CHE,Europe
15622,United Kingdom of Great Britain and Northern Ireland,2023-07-31,21.2,16.2,18.5,GBR,Europe
15623,Netherlands Antilles,2023-05-29,27.9,27.2,27.4,,
15624,Norway,2023-08-20,5.6,3.3,4.5,NOR,Europe
15625,United Kingdom of Great Britain and Northern Ireland,2023-03-28,9.9,4.3,7.0,GBR,Europe
15626,Netherlands Antilles,2023-05-13,27.3,25.1,26.4,,
15627,Norway,2023-06-08,1.4,-1.1,0.3,NOR,Europe
15628,Netherlands Antilles,2023-08-01,28.8,26.1,27.9,,
15629,Netherlands Antilles,2023-08-12,28.5,26.9,27.9,,
15630,Netherlands Antilles,2022-09-17,28.3,26.4,26.8,,
15631,Switzerland,2023-04-04,8.3,-2.9,2.0,CHE,Europe
15632,United Kingdom of Great Britain and Northern Ireland,2023-05-21,18.6,8.3,13.4,GBR,Europe
15633,Switzerland,2023-07-10,29.5,16.9,23.4,CHE,Europe
15634,Norway,2023-08-04,12.2,6.4,9.6,NOR,Europe
15635,Netherlands Antilles,2023-01-12,25.9,23.9,25.1,,
15636,Switzerland,2023-05-31,21.5,8.9,14.9,CHE,Europe
15637,Romania,2022-12-27,13.5,2.6,7.5,ROU,Europe
15638,Netherlands Antilles,2023-06-06,28.0,26.9,27.4,,
15639,Switzerland,2023-05-22,22.6,8.3,15.4,CHE,Europe
15640,Switzerland,2022-10-23,21.9,6.9,13.2,CHE,Europe
15641,Netherlands Antilles,2023-01-04,25.9,24.0,25.0,,
15642,United Kingdom of Great Britain and Northern Ireland,2022-10-16,16.8,9.7,13.7,GBR,Europe
15643,Switzerland,2023-02-04,7.7,-0.8,2.0,CHE,Europe
15644,Netherlands Antilles,2023-02-13,24.3,23.1,23.7,,
15645,Netherlands Antilles,2023-01-16,26.5,25.9,26.1,,
15646,Netherlands Antilles,2022-10-11,29.0,28.6,28.8,,
15647,United Kingdom of Great Britain and Northern Ireland,2022-11-28,9.6,5.8,7.8,GBR,Europe
15648,Norway,2023-08-05,11.0,9.5,10.4,NOR,Europe
15649,United Kingdom of Great Britain and Northern Ireland,2023-01-23,4.8,-1.8,0.7,GBR,Europe
15650,Sweden,2023-09-10,25.0,14.5,19.2,SWE,Europe
15651,Switzerland,2023-05-28,23.0,7.8,15.8,CHE,Europe
15652,Sweden,2023-07-26,22.2,11.5,17.1,SWE,Europe
15653,United Kingdom of Great Britain and Northern Ireland,2023-08-21,24.9,14.4,19.8,GBR,Europe
15654,Switzerland,2023-01-10,4.1,-1.0,1.8,CHE,Europe
15655,Romania,2023-08-06,27.6,19.9,23.2,ROU,Europe
15656,Norway,2023-05-24,1.4,-0.3,0.7,NOR,Europe
15657,Netherlands Antilles,2023-01-26,25.1,23.9,24.8,,
15658,United Kingdom of Great Britain and Northern Ireland,2023-06-22,26.4,14.8,20.7,GBR,Europe
15659,Sweden,2022-10-06,16.3,11.1,13.2,SWE,Europe
15660,Netherlands Antilles,2023-09-03,29.3,28.5,28.9,,
15661,Sweden,2023-07-05,21.8,12.8,16.7,SWE,Europe
15662,Romania,2023-03-15,13.3,5.4,8.6,ROU,Europe
15663,Sweden,2023-02-25,0.0,-2.9,-1.5,SWE,Europe
15664,Romania,2023-02-15,8.0,-0.8,3.0,ROU,Europe
15665,Netherlands Antilles,2023-08-24,28.6,27.8,28.1,,
15666,Sweden,2022-09-26,13.7,9.4,11.1,SWE,Europe
15667,Netherlands Antilles,2023-01-24,25.6,24.5,24.9,,
15668,Romania,2023-09-11,28.8,15.5,22.2,ROU,Europe
15669,Netherlands Antilles,2023-05-06,28.6,26.5,27.0,,
15670,Sweden,2022-10-13,11.0,8.6,9.7,SWE,Europe
15671,Norway,2023-06-09,-0.4,-1.5,-0.8,NOR,Europe
15672,Sweden,2023-03-21,4.9,-1.5,1.6,SWE,Europe
15673,Sweden,2023-06-02,15.7,6.0,10.4,SWE,Europe
15674,Romania,2022-10-20,18.9,8.6,13.6,ROU,Europe
15675,United Kingdom of Great Britain and Northern Ireland,2023-09-03,24.9,14.7,19.4,GBR,Europe
15676,Norway,2023-07-06,15.6,11.7,13.6,NOR,Europe
15677,Romania,2023-08-20,36.1,22.2,28.7,ROU,Europe
15678,Switzerland,2023-04-30,13.8,7.0,10.5,CHE,Europe
15679,Netherlands Antilles,2022-12-16,27.2,26.8,27.0,,
15680,Sweden,2023-02-21,0.0,-3.3,-1.4,SWE,Europe
15681,Romania,2023-04-13,18.0,5.3,11.3,ROU,Europe
15682,Switzerland,2023-04-22,18.0,3.8,10.4,CHE,Europe
15683,United Kingdom of Great Britain and Northern Ireland,2023-07-06,22.4,11.6,17.3,GBR,Europe
15684,United Kingdom of Great Britain and Northern Ireland,2023-09-12,20.5,16.2,19.0,GBR,Europe
15685,Switzerland,2023-02-27,2.1,-3.7,-1.7,CHE,Europe
15686,Romania,2022-11-23,10.1,7.3,8.6,ROU,Europe
15687,Sweden,2022-09-30,10.7,6.2,8.4,SWE,Europe
15688,Netherlands Antilles,2022-12-18,27.6,26.5,26.9,,
15689,Switzerland,2023-03-17,15.5,1.2,7.3,CHE,Europe
15690,United Kingdom of Great Britain and Northern Ireland,2023-07-16,21.7,13.8,17.5,GBR,Europe
15691,Switzerland,2023-07-29,21.8,14.2,18.2,CHE,Europe
15692,Sweden,2022-11-27,3.5,2.4,2.9,SWE,Europe
15693,Romania,2023-07-10,32.7,17.6,25.3,ROU,Europe
15694,Netherlands Antilles,2023-07-30,29.4,28.0,28.4,,
15695,Romania,2023-07-30,34.1,20.2,27.3,ROU,Europe
15696,Switzerland,2022-12-12,-2.0,-14.0,-9.4,CHE,Europe
15697,Netherlands Antilles,2022-10-08,27.0,25.7,26.5,,
15698,Sweden,2023-02-01,0.0,-2.5,-0.9,SWE,Europe
15699,Sweden,2023-04-30,10.7,1.3,6.3,SWE,Europe
15700,Sweden,2023-07-12,21.1,13.8,17.3,SWE,Europe
15701,Romania,2023-02-11,3.5,-4.8,-1.2,ROU,Europe
15702,Switzerland,2022-11-25,8.3,2.3,4.9,CHE,Europe
15703,Netherlands Antilles,2022-09-20,28.7,27.1,28.0,,
15704,Netherlands Antilles,2023-08-11,28.6,28.2,28.4,,
15705,Romania,2022-11-15,12.1,6.6,8.8,ROU,Europe
15706,United Kingdom of Great Britain and Northern Ireland,2023-04-10,15.3,8.1,11.2,GBR,Europe
15707,Netherlands Antilles,2023-01-25,26.3,25.7,26.0,,
15708,Romania,2023-03-02,6.9,5.0,6.0,ROU,Europe
15709,Netherlands Antilles,2023-02-05,26.3,25.8,26.0,,
15710,United Kingdom of Great Britain and Northern Ireland,2022-12-06,6.8,3.6,5.4,GBR,Europe
15711,Romania,2022-12-18,6.3,3.6,5.0,ROU,Europe
15712,Sweden,2022-09-27,15.4,10.4,12.5,SWE,Europe
15713,Netherlands Antilles,2023-08-23,29.2,28.2,28.6,,
15714,Switzerland,2023-06-16,22.7,10.0,17.1,CHE,Europe
15715,Netherlands Antilles,2023-08-21,27.8,26.8,27.2,,
15716,Netherlands Antilles,2023-07-14,28.1,27.4,27.7,,
15717,Netherlands Antilles,2023-03-17,26.7,25.3,25.8,,
15718,United Kingdom of Great Britain and Northern Ireland,2023-08-02,17.9,14.4,16.4,GBR,Europe
15719,Netherlands Antilles,2022-12-24,26.9,26.3,26.6,,
15720,Sweden,2023-08-30,14.1,12.0,12.8,SWE,Europe
15721,Romania,2023-07-15,34.7,20.9,27.6,ROU,Europe
15722,Netherlands Antilles,2023-02-17,24.9,23.0,23.7,,
15723,Netherlands Antilles,2022-12-08,26.8,25.7,26.2,,
15724,Netherlands Antilles,2023-05-20,27.5,26.6,27.0,,
15725,United Kingdom of Great Britain and Northern Ireland,2023-06-30,20.4,12.8,16.8,GBR,Europe
15726,Sweden,2023-02-11,2.0,-2.3,-0.4,SWE,Europe
15727,Romania,2022-11-06,18.3,12.8,14.6,ROU,Europe
15728,Norway,2023-06-02,-1.1,-3.3,-2.0,NOR,Europe
15729,Romania,2023-04-08,13.2,2.6,8.0,ROU,Europe
15730,Netherlands Antilles,2023-08-05,29.0,27.2,28.3,,
15731,Norway,2023-08-17,6.3,3.7,4.9,NOR,Europe
15732,Netherlands Antilles,2023-08-17,28.2,26.6,27.7,,
15733,Romania,2023-08-04,38.2,23.9,31.3,ROU,Europe
15734,Netherlands Antilles,2022-09-27,28.4,26.5,27.3,,
15735,Sweden,2023-06-18,17.5,14.6,16.0,SWE,Europe
15736,Switzerland,2023-08-17,29.4,15.5,22.1,CHE,Europe
15737,Netherlands Antilles,2023-05-27,28.1,27.2,27.6,,
15738,United Kingdom of Great Britain and Northern Ireland,2023-05-14,19.7,8.1,13.7,GBR,Europe
15739,Netherlands Antilles,2023-04-10,27.3,25.8,26.2,,
15740,Norway,2023-08-01,7.7,5.8,6.9,NOR,Europe
15741,United Kingdom of Great Britain and Northern Ireland,2023-03-18,12.9,8.3,10.8,GBR,Europe
15742,Netherlands Antilles,2022-12-27,24.7,24.0,24.4,,
15743,Netherlands Antilles,2023-02-27,24.9,23.4,24.2,,
15744,Switzerland,2023-02-19,12.6,3.0,6.5,CHE,Europe
15745,Romania,2023-04-01,16.9,8.7,12.2,ROU,Europe
15746,Switzerland,2022-11-08,15.5,3.6,8.5,CHE,Europe
15747,Netherlands Antilles,2022-12-29,26.6,25.3,26.1,,
15748,Romania,2023-02-22,15.4,6.7,10.7,ROU,Europe
15749,Switzerland,2023-03-11,3.1,1.9,2.5,CHE,Europe
15750,United Kingdom of Great Britain and Northern Ireland,2022-12-04,5.8,3.6,4.8,GBR,Europe
15751,Romania,2023-01-14,6.0,3.7,5.1,ROU,Europe
15752,Netherlands Antilles,2023-05-02,28.8,26.7,27.1,,
15753,Romania,2022-12-24,9.4,1.7,5.2,ROU,Europe
15754,Netherlands Antilles,2023-05-07,28.6,26.5,27.0,,
15755,Netherlands Antilles,2022-10-10,28.4,26.5,27.3,,
15756,Netherlands Antilles,2023-08-07,28.5,28.0,28.3,,
15757,Switzerland,2022-10-05,21.1,7.1,13.2,CHE,Europe
15758,Netherlands Antilles,2023-06-15,30.7,27.5,28.3,,
15759,Norway,2023-07-17,8.5,3.3,5.4,NOR,Europe
15760,Romania,2022-12-19,4.1,-2.0,2.3,ROU,Europe
15761,Netherlands Antilles,2022-11-30,26.5,25.3,26.1,,
15762,United Kingdom of Great Britain and Northern Ireland,2023-01-15,7.0,3.6,5.5,GBR,Europe
15763,United Kingdom of Great Britain and Northern Ireland,2023-02-23,8.0,2.6,5.6,GBR,Europe
15764,United Kingdom of Great Britain and Northern Ireland,2023-03-10,8.7,1.3,5.1,GBR,Europe
15765,Romania,2023-07-09,31.1,17.3,24.2,ROU,Europe
15766,Switzerland,2022-11-02,14.3,6.4,9.3,CHE,Europe
15767,Netherlands Antilles,2023-05-17,27.5,26.5,27.1,,
15768,United Kingdom of Great Britain and Northern Ireland,2023-05-04,18.1,8.6,13.6,GBR,Europe
15769,Romania,2023-04-29,17.0,6.2,12.3,ROU,Europe
15770,Netherlands Antilles,2022-12-31,26.6,25.8,26.2,,
15771,Netherlands Antilles,2023-04-12,26.5,25.6,25.9,,
15772,Romania,2023-06-28,23.7,15.7,19.5,ROU,Europe
15773,United Kingdom of Great Britain and Northern Ireland,2022-12-13,1.6,-1.7,-0.1,GBR,Europe
15774,Sweden,2023-01-12,4.2,3.1,3.7,SWE,Europe
15775,Romania,2022-12-29,9.0,0.2,3.7,ROU,Europe
15776,Switzerland,2022-10-30,19.9,10.4,14.0,CHE,Europe
15777,Netherlands Antilles,2023-04-21,28.6,25.8,26.4,,
15778,Sweden,2023-01-27,0.2,-2.7,-1.6,SWE,Europe
15779,Netherlands Antilles,2022-12-23,27.5,26.6,26.8,,
15780,Netherlands Antilles,2022-12-30,26.3,25.8,26.1,,
15781,Norway,2023-08-03,11.2,6.8,8.9,NOR,Europe
15782,Netherlands Antilles,2023-05-09,27.6,25.8,27.0,,
15783,Switzerland,2023-08-20,32.5,16.2,24.7,CHE,Europe
15784,Switzerland,2023-03-25,10.6,3.0,6.5,CHE,Europe
15785,United Kingdom of Great Britain and Northern Ireland,2023-05-20,16.8,6.5,12.2,GBR,Europe
15786,Netherlands Antilles,2023-05-29,27.2,25.5,26.5,,
15787,Netherlands Antilles,2023-03-28,26.5,25.8,26.1,,
15788,Sweden,2023-06-09,18.5,8.0,13.3,SWE,Europe
15789,Romania,2023-05-30,24.8,15.1,19.8,ROU,Europe
15790,Sweden,2023-03-24,7.7,5.0,6.1,SWE,Europe
15791,Sweden,2023-02-19,2.4,-1.7,0.3,SWE,Europe
15792,United Kingdom of Great Britain and Northern Ireland,2023-08-09,23.9,12.0,18.0,GBR,Europe
15793,Netherlands Antilles,2022-09-29,26.7,25.8,26.2,,
15794,Netherlands Antilles,2023-03-25,25.4,24.5,25.1,,
15795,Netherlands Antilles,2023-08-15,28.2,27.7,28.0,,
15796,Romania,2023-08-01,31.8,18.2,25.4,ROU,Europe
15797,Netherlands Antilles,2023-05-22,27.6,25.6,26.9,,
15798,Switzerland,2023-04-12,16.1,4.8,8.9,CHE,Europe
15799,Netherlands Antilles,2023-05-24,27.2,25.1,25.8,,
15800,Netherlands Antilles,2023-05-25,28.1,27.0,27.5,,
15801,United Kingdom of Great Britain and Northern Ireland,2022-12-31,13.5,12.1,12.8,GBR,Europe
15802,United Kingdom of Great Britain and Northern Ireland,2023-03-21,13.4,8.2,10.1,GBR,Europe
15803,Switzerland,2023-02-14,12.4,-2.0,3.5,CHE,Europe
15804,Netherlands Antilles,2023-09-12,29.5,29.0,29.2,,
15805,Netherlands Antilles,2023-02-15,25.8,25.3,25.5,,
15806,Switzerland,2023-03-14,8.6,-0.5,5.2,CHE,Europe
15807,United Kingdom of Great Britain and Northern Ireland,2023-07-02,21.2,12.3,16.9,GBR,Europe
15808,Switzerland,2022-09-28,11.6,7.3,9.2,CHE,Europe
15809,Netherlands Antilles,2023-06-28,27.9,25.9,26.9,,
15810,Netherlands Antilles,2022-11-14,28.2,27.1,27.7,,
15811,Romania,2023-03-09,15.7,8.3,11.0,ROU,Europe
15812,Romania,2023-04-03,13.2,6.4,9.6,ROU,Europe
15813,Norway,2023-07-16,11.6,7.7,9.7,NOR,Europe
15814,Switzerland,2023-05-23,17.8,9.9,14.0,CHE,Europe
15815,Switzerland,2022-11-14,11.2,4.0,7.3,CHE,Europe
15816,Sweden,2022-11-03,10.0,7.7,9.0,SWE,Europe
15817,Netherlands Antilles,2023-07-06,28.0,27.3,27.6,,
15818,Netherlands Antilles,2023-03-06,27.9,25.7,26.3,,
15819,Sweden,2022-12-19,1.7,-0.8,0.5,SWE,Europe
15820,Switzerland,2022-12-18,1.3,-9.9,-5.6,CHE,Europe
15821,Switzerland,2023-03-24,11.6,6.3,8.7,CHE,Europe
15822,Netherlands Antilles,2022-12-21,26.9,26.1,26.5,,
15823,Sweden,2023-08-29,20.6,10.9,15.2,SWE,Europe
15824,Netherlands Antilles,2023-01-12,26.2,25.8,26.0,,
15825,Netherlands Antilles,2022-11-07,26.0,25.1,25.5,,
15826,Sweden,2023-02-14,4.5,-0.8,1.4,SWE,Europe
15827,United Kingdom of Great Britain and Northern Ireland,2023-08-19,24.2,17.4,20.1,GBR,Europe
15828,Romania,2023-06-24,30.4,21.3,25.9,ROU,Europe
15829,Romania,2022-12-13,5.0,-1.7,1.2,ROU,Europe
15830,Sweden,2022-10-11,13.3,7.0,10.1,SWE,Europe
15831,Romania,2023-03-14,15.3,4.5,9.5,ROU,Europe
15832,Switzerland,2023-04-21,16.4,0.2,8.0,CHE,Europe
15833,Romania,2023-05-18,18.2,11.5,14.2,ROU,Europe
15834,United Kingdom of Great Britain and Northern Ireland,2023-04-05,12.5,2.4,7.7,GBR,Europe
15835,Netherlands Antilles,2023-05-21,27.4,25.8,26.3,,
15836,Norway,2023-07-13,9.7,7.6,8.8,NOR,Europe
15837,United Kingdom of Great Britain and Northern Ireland,2022-11-02,15.5,9.6,12.4,GBR,Europe
15838,Sweden,2022-11-11,13.5,9.0,12.2,SWE,Europe
15839,Sweden,2023-01-28,1.4,-2.8,-1.2,SWE,Europe
15840,Netherlands Antilles,2023-01-08,26.1,23.9,25.1,,
15841,Switzerland,2022-12-16,0.2,-5.6,-1.6,CHE,Europe
15842,United Kingdom of Great Britain and Northern Ireland,2023-02-27,8.1,2.0,4.8,GBR,Europe
15843,United Kingdom of Great Britain and Northern Ireland,2022-11-14,13.5,9.6,11.4,GBR,Europe
15844,Sweden,2022-11-28,4.0,2.6,3.4,SWE,Europe
15845,Norway,2023-08-15,8.1,6.0,6.9,NOR,Europe
15846,Romania,2023-04-26,15.8,10.0,12.3,ROU,Europe
15847,Netherlands Antilles,2022-10-30,29.9,26.5,28.1,,
15848,Netherlands Antilles,2023-01-09,25.6,24.2,25.0,,
15849,Sweden,2022-12-20,4.6,1.1,2.8,SWE,Europe
15850,Netherlands Antilles,2023-03-02,24.5,23.8,24.2,,
15851,Switzerland,2022-11-20,6.1,2.1,3.8,CHE,Europe
15852,Netherlands Antilles,2022-10-02,28.0,26.1,27.0,,
15853,Sweden,2022-12-12,-3.2,-6.5,-4.5,SWE,Europe
15854,Sweden,2022-12-01,2.3,0.5,1.6,SWE,Europe
15855,United Kingdom of Great Britain and Northern Ireland,2022-11-25,11.1,7.2,8.6,GBR,Europe
15856,Romania,2022-09-17,23.9,18.9,20.9,ROU,Europe
15857,Netherlands Antilles,2023-04-29,26.6,25.3,26.1,,
15858,Romania,2023-04-19,16.3,8.0,11.4,ROU,Europe
15859,Netherlands Antilles,2022-09-14,29.2,28.7,29.0,,
15860,Netherlands Antilles,2023-06-04,28.5,27.9,28.1,,
15861,Netherlands Antilles,2023-04-05,27.5,25.4,25.9,,
15862,Netherlands Antilles,2022-12-15,26.2,23.8,25.4,,
15863,United Kingdom of Great Britain and Northern Ireland,2023-07-11,23.6,16.1,19.3,GBR,Europe
15864,Romania,2023-05-17,17.1,12.8,15.2,ROU,Europe
15865,Romania,2023-01-20,8.2,3.0,6.4,ROU,Europe
15866,Netherlands Antilles,2023-03-30,27.2,25.5,26.0,,
15867,Netherlands Antilles,2023-05-05,27.9,25.4,26.5,,
